Well;Date;Oil Rate (bopd);Cum oil (bbls)
AD1-11-4H;01/07/2014;423.73;813143.41
AD1-11-4H;01/08/2014;449.02;827063.00
AD1-11-4H;01/09/2014;677.72;847394.64
AD1-11-4H;01/10/2014;617.67;866542.50
AD1-11-4H;01/11/2014;444.76;879885.26
AD1-11-4H;01/12/2014;0.00;879885.26
AD1-11-4H;01/01/2015;0.00;879885.26
AD1-11-4H;01/02/2015;0.00;879885.26
AD1-11-4H;01/03/2015;0.00;879885.26
AD1-11-4H;01/04/2015;0.00;879885.26
AD1-11-4H;01/05/2015;0.00;879885.26
AD1-11-4H;01/06/2015;0.00;879885.26
AD1-11-4H;01/07/2015;0.00;879885.26
AD1-11-4H;01/08/2015;0.00;879885.26
AD1-11-4H;01/09/2015;66.53;881881.26
AD1-11-4H;01/10/2015;642.28;901791.82
AD1-11-4H;01/11/2015;507.60;917019.79
AD1-11-4H;01/12/2015;305.92;926503.16
AD1-11-4H;01/01/2016;334.66;936877.62
AD1-11-4H;01/02/2016;319.58;946145.38
AD1-11-4H;01/03/2016;328.35;956324.14
AD1-11-4H;01/04/2016;314.25;965751.76
AD1-11-4H;01/05/2016;287.68;974669.93
AD1-11-4H;01/06/2016;325.82;984444.40
AD1-11-4H;01/07/2016;101.91;987603.73
AD1-11-4H;01/08/2016;438.28;1001190.46
AD1-11-4H;01/09/2016;437.61;1014318.87
AD1-11-4H;01/10/2016;481.28;1029238.48
AD1-11-4H;01/11/2016;431.21;1042174.89
AD1-11-5H;01/09/2012;653.49;19604.61
AD1-11-5H;01/10/2012;1303.65;60017.80
AD1-11-5H;01/11/2012;1121.25;93655.23
AD1-11-5H;01/12/2012;1196.59;130749.62
AD1-11-5H;01/01/2013;1222.07;168633.67
AD1-11-5H;01/02/2013;1186.15;201845.97
AD1-11-5H;01/03/2013;1088.22;235580.87
AD1-11-5H;01/04/2013;1304.92;274728.54
AD1-11-5H;01/05/2013;1457.95;319925.03
AD1-11-5H;01/06/2013;1396.54;361821.25
AD1-11-5H;01/07/2013;1068.46;394943.64
AD1-11-5H;01/08/2013;1134.52;430113.69
AD1-11-5H;01/09/2013;1035.02;461164.15
AD1-11-5H;01/10/2013;608.38;480023.96
AD1-11-5H;01/11/2013;778.07;503366.08
AD1-11-5H;01/12/2013;699.00;525035.14
AD1-11-5H;01/01/2014;971.21;555142.68
AD1-11-5H;01/02/2014;833.62;578484.01
AD1-11-5H;01/03/2014;1124.05;613329.60
AD1-11-5H;01/04/2014;1321.31;652969.05
AD1-11-5H;01/05/2014;861.13;679664.09
AD1-11-5H;01/06/2014;483.59;694171.84
AD1-11-5H;01/07/2014;299.48;703455.85
AD1-11-5H;01/08/2014;0.00;703455.85
AD1-11-5H;01/09/2014;0.00;703455.85
AD1-11-5H;01/10/2014;837.98;729433.15
AD1-11-5H;01/11/2014;739.97;751632.34
AD1-11-5H;01/12/2014;686.65;772918.53
AD1-11-5H;01/01/2015;748.29;796115.59
AD1-11-5H;01/02/2015;613.72;813299.83
AD1-11-5H;01/03/2015;77.47;815701.26
AD1-11-5H;01/04/2015;0.00;815701.26
AD1-11-5H;01/05/2015;0.00;815701.26
AD1-11-5H;01/06/2015;0.00;815701.26
AD1-11-5H;01/07/2015;0.00;815701.26
AD1-11-5H;01/08/2015;0.00;815701.26
AD1-11-5H;01/09/2015;94.59;818538.85
AD1-11-5H;01/10/2015;851.77;844943.72
AD1-11-5H;01/11/2015;544.53;861279.60
AD1-11-5H;01/12/2015;362.29;872510.50
AD1-11-5H;01/01/2016;215.42;879188.39
AD1-11-5H;01/02/2016;306.21;888068.39
AD1-11-5H;01/03/2016;344.10;898735.39
AD1-11-5H;01/04/2016;392.39;910507.05
AD1-11-5H;01/05/2016;307.62;920043.22
AD1-11-5H;01/06/2016;404.69;932184.00
AD1-11-5H;01/07/2016;482.64;947145.79
AD1-11-5H;01/08/2016;395.43;959404.15
AD1-11-5H;01/09/2016;490.07;974106.23
AD1-11-5H;01/10/2016;519.29;990204.16
AD1-11-5H;01/11/2016;403.69;1002314.89
AD1-11-6H;01/07/2012;2025.36;62786.05
AD1-11-6H;01/08/2012;1636.94;113531.05
AD1-11-6H;01/09/2012;2178.07;178873.05
AD1-11-6H;01/10/2012;2058.26;242679.05
AD1-11-6H;01/11/2012;2013.73;303091.05
AD1-11-6H;01/12/2012;786.76;327480.55
AD1-11-6H;01/01/2013;1482.82;373448.05
AD1-11-6H;01/02/2013;2093.43;432064.05
AD1-11-6H;01/03/2013;1024.22;463814.94
AD1-11-6H;01/04/2013;1789.51;517500.11
AD1-11-6H;01/05/2013;1738.00;571378.11
AD1-11-6H;01/06/2013;1661.47;621222.11
AD1-11-6H;01/07/2013;546.12;638151.93
AD1-11-6H;01/08/2013;1480.06;684033.78
AD1-11-6H;01/09/2013;386.56;695630.50
AD1-11-6H;01/10/2013;912.26;723910.64
AD1-11-6H;01/11/2013;944.61;752248.97
AD1-11-6H;01/12/2013;819.98;777668.50
AD1-11-6H;01/01/2014;1144.46;813146.87
AD1-11-6H;01/02/2014;1022.75;841784.00
AD1-11-6H;01/03/2014;984.84;872314.02
AD1-11-6H;01/04/2014;1146.34;906704.21
AD1-11-6H;01/05/2014;1178.23;943229.20
AD1-11-6H;01/06/2014;628.37;962080.25
AD1-11-6H;01/07/2014;395.50;974340.85
AD1-11-6H;01/08/2014;681.95;995481.15
AD1-11-6H;01/09/2014;808.79;1019744.95
AD1-11-6H;01/10/2014;812.44;1044930.48
AD1-11-6H;01/11/2014;576.61;1062228.81
AD1-11-6H;01/12/2014;352.17;1073145.98
AD1-11-6H;01/01/2015;543.24;1089986.35
AD1-11-6H;01/02/2015;399.42;1101170.02
AD1-11-6H;01/03/2015;546.12;1118099.86
AD1-11-6H;01/04/2015;940.70;1146320.93
AD1-11-6H;01/05/2015;848.58;1172626.77
AD1-11-6H;01/06/2015;846.15;1198011.33
AD1-11-6H;01/07/2015;746.12;1221141.06
AD1-11-6H;01/08/2015;620.92;1240389.52
AD1-11-6H;01/09/2015;504.76;1255532.18
AD1-11-6H;01/10/2015;585.05;1273668.82
AD1-11-6H;01/11/2015;620.83;1292293.77
AD1-11-6H;01/12/2015;717.63;1314540.19
AD1-11-6H;01/01/2016;786.11;1338909.47
AD1-11-6H;01/02/2016;722.12;1359851.03
AD1-11-6H;01/03/2016;685.94;1381115.07
AD1-11-6H;01/04/2016;618.99;1399684.71
AD1-11-6H;01/05/2016;607.46;1418516.07
AD1-11-6H;01/06/2016;543.52;1434821.81
AD1-11-6H;01/07/2016;331.55;1445099.89
AD1-11-6H;01/08/2016;672.95;1465961.37
AD1-11-6H;01/09/2016;97.62;1468890.00
AD1-11-6H;01/10/2016;411.96;1481660.90
AD1-11-6H;01/11/2016;541.85;1497916.54
AD1-11-7H;01/09/2014;126.18;3785.35
AD1-11-7H;01/10/2014;2263.76;73961.89
AD1-11-7H;01/11/2014;1621.42;122604.60
AD1-11-7H;01/12/2014;1465.94;168048.76
AD1-11-7H;01/01/2015;1445.52;212859.82
AD1-11-7H;01/02/2015;1317.42;249747.70
AD1-11-7H;01/03/2015;1563.78;298224.81
AD1-11-7H;01/04/2015;1534.61;344263.03
AD1-11-7H;01/05/2015;1369.82;386727.31
AD1-11-7H;01/06/2015;1329.93;426625.31
AD1-11-7H;01/07/2015;979.14;456978.57
AD1-11-7H;01/08/2015;1248.73;495689.17
AD1-11-7H;01/09/2015;1329.25;535566.61
AD1-11-7H;01/10/2015;98.62;538623.70
AD1-11-7H;01/11/2015;1515.74;584095.96
AD1-11-7H;01/12/2015;1418.74;628076.86
AD1-11-7H;01/01/2016;1303.87;668496.82
AD1-11-7H;01/02/2016;1167.78;702362.58
AD1-11-7H;01/03/2016;1019.55;733968.61
AD1-11-7H;01/04/2016;1014.36;764399.53
AD1-11-7H;01/05/2016;1032.52;796407.51
AD1-11-7H;01/06/2016;990.56;826124.31
AD1-11-7H;01/07/2016;952.09;855638.99
AD1-11-7H;01/08/2016;928.98;884437.40
AD1-11-7H;01/09/2016;881.96;910896.06
AD1-11-7H;01/10/2016;812.99;936098.84
AD1-11-7H;01/11/2016;685.72;956670.33
AD1-1-1H;01/02/2016;799.43;23183.40
AD1-1-1H;01/03/2016;1325.52;64274.55
AD1-1-1H;01/04/2016;1186.79;99878.10
AD1-1-1H;01/05/2016;1106.99;134194.78
AD1-1-1H;01/06/2016;1099.35;167175.34
AD1-1-1H;01/07/2016;1021.04;198827.52
AD1-1-1H;01/08/2016;1227.04;236865.88
AD1-1-1H;01/09/2016;1142.11;271129.16
AD1-1-1H;01/10/2016;1001.11;302163.61
AD1-1-1H;01/11/2016;863.59;328071.29
AD1-12-1H;01/01/2013;576.59;17874.40
AD1-12-1H;01/02/2013;881.94;42568.60
AD1-12-1H;01/03/2013;1236.35;80895.44
AD1-12-1H;01/04/2013;1391.64;122644.55
AD1-12-1H;01/05/2013;1300.11;162947.81
AD1-12-1H;01/06/2013;1149.65;197437.43
AD1-12-1H;01/07/2013;842.61;223558.46
AD1-12-1H;01/08/2013;840.20;249604.76
AD1-12-1H;01/09/2013;882.51;276080.05
AD1-12-1H;01/10/2013;1051.21;308667.57
AD1-12-1H;01/11/2013;944.89;337014.41
AD1-12-1H;01/12/2013;248.99;344733.19
AD1-12-1H;01/01/2014;564.60;362235.74
AD1-12-1H;01/02/2014;998.47;390192.90
AD1-12-1H;01/03/2014;1064.21;423183.41
AD1-12-1H;01/04/2014;1157.82;457918.01
AD1-12-1H;01/05/2014;941.74;487112.08
AD1-12-1H;01/06/2014;1405.41;529274.33
AD1-12-1H;01/07/2014;1632.75;579889.44
AD1-12-1H;01/08/2014;1407.86;623532.97
AD1-12-1H;01/09/2014;127.46;627356.65
AD1-12-2H;01/09/2013;841.12;25233.50
AD1-12-2H;01/10/2013;998.94;56200.72
AD1-12-2H;01/11/2013;771.66;79350.63
AD1-12-2H;01/12/2013;569.06;96991.44
AD1-12-2H;01/01/2014;853.42;123447.54
AD1-12-2H;01/02/2014;877.30;148011.84
AD1-12-2H;01/03/2014;891.01;175633.29
AD1-12-2H;01/04/2014;1021.58;206280.58
AD1-12-2H;01/05/2014;930.46;235124.82
AD1-12-2H;01/06/2014;1064.63;267063.74
AD1-12-2H;01/07/2014;1042.78;299389.88
AD1-12-2H;01/08/2014;909.34;327579.48
AD1-12-2H;01/09/2014;341.21;337815.87
AD1-12-3H;01/12/2013;0.89;27.71
AD1-12-3H;01/01/2014;19.09;619.48
AD1-12-3H;01/02/2014;0.00;619.48
AD1-12-3H;01/03/2014;0.00;619.48
AD1-12-4H;01/01/2013;309.59;9597.21
AD1-12-4H;01/02/2013;1399.39;48780.13
AD1-12-4H;01/03/2013;1362.78;91026.43
AD1-12-4H;01/04/2013;1472.54;135202.61
AD1-12-4H;01/05/2013;1558.39;183512.63
AD1-12-4H;01/06/2013;1470.44;227625.91
AD1-12-4H;01/07/2013;1024.40;259382.21
AD1-12-4H;01/08/2013;1047.79;291863.61
AD1-12-4H;01/09/2013;1084.34;324393.95
AD1-12-4H;01/10/2013;1136.40;359622.29
AD1-12-4H;01/11/2013;1074.49;391857.08
AD1-12-4H;01/12/2013;670.91;412655.36
AD1-12-4H;01/01/2014;0.00;412655.36
AD1-12-4H;01/02/2014;0.00;412655.36
AD1-12-5H;01/07/2013;354.82;10999.38
AD1-12-5H;01/08/2013;509.19;26784.18
AD1-12-5H;01/09/2013;519.03;42355.11
AD1-12-5H;01/10/2013;506.65;58061.16
AD1-12-5H;01/11/2013;66.00;60041.21
AD1-12-5H;01/12/2013;0.00;60041.21
AD1-12-5H;01/01/2014;0.00;60041.21
AD1-12-5H;01/02/2014;0.00;60041.21
AD1-12-6H;01/07/2013;325.79;10099.48
AD1-12-6H;01/08/2013;750.75;33372.82
AD1-12-6H;01/09/2013;585.40;50934.71
AD1-12-6H;01/10/2013;438.05;64514.29
AD1-12-6H;01/11/2013;472.99;78703.85
AD1-12-6H;01/12/2013;204.49;85042.99
AD1-12-6H;01/01/2014;249.63;92781.56
AD1-12-6H;01/02/2014;0.00;92781.56
AD1-12-6H;01/03/2014;0.00;92781.56
AD1-12-7H;01/10/2014;470.40;14582.26
AD1-12-7H;01/11/2014;10.53;14898.27
AD1-12-7H;01/12/2014;128.17;18871.40
AD1-12-8H;01/07/2015;51.91;1609.30
AD1-12-8H;01/08/2015;0.00;1609.30
AD1-12-8H;01/09/2015;0.00;1609.30
AD1-12-8H;01/10/2015;0.00;1609.30
AD1-12-8H;01/11/2015;0.00;1609.30
AD1-12-8H;01/12/2015;411.30;14359.57
AD1-12-8H;01/01/2016;978.47;44692.10
AD1-12-8H;01/02/2016;508.31;59433.22
AD1-12-8H;01/03/2016;261.91;67552.58
AD1-12-8H;01/04/2016;74.00;69772.58
AD1-12-8H;01/05/2016;6.17;69963.75
AD1-12-8H;01/06/2016;0.00;69963.75
AD1-12-8H;01/07/2016;0.00;69963.75
AD1-12-8H;01/08/2016;0.00;69963.75
AD1-12-8H;01/09/2016;0.00;69963.75
AD1-12-8H;01/10/2016;0.00;69963.75
AD1-12-8H;01/11/2016;0.00;69963.75
AD1-1-2H;01/04/2016;864.44;25933.07
AD1-1-2H;01/05/2016;1409.21;69618.70
AD1-1-2H;01/06/2016;876.07;95900.69
AD1-1-2H;01/07/2016;1055.28;128614.51
AD1-1-2H;01/08/2016;1296.67;168811.29
AD1-1-2H;01/09/2016;1150.93;203339.19
AD1-1-2H;01/10/2016;939.01;232448.45
AD1-1-2H;01/11/2016;620.11;251051.61
AD1-13-1H;01/03/2014;8.71;270.00
AD1-13-1H;01/04/2014;1475.89;44546.64
AD1-13-1H;01/05/2014;1260.73;83629.15
AD1-13-1H;01/06/2014;906.74;110831.21
AD1-13-1H;01/07/2014;1126.99;145767.75
AD1-13-1H;01/08/2014;391.75;157911.87
AD1-13-1H;01/09/2014;422.01;170572.12
AD1-13-1H;01/10/2014;923.09;199187.76
AD1-13-1H;01/11/2014;374.17;210412.76
AD1-13-1H;01/12/2014;41.91;211711.88
AD1-13-1H;01/01/2015;0.00;211711.88
AD1-13-1H;01/02/2015;1027.39;240478.93
AD1-13-1H;01/03/2015;1198.30;277626.17
AD1-13-1H;01/04/2015;1173.60;312834.30
AD1-13-1H;01/05/2015;1155.26;348647.28
AD1-13-1H;01/06/2015;1067.83;380682.26
AD1-13-1H;01/07/2015;1093.88;414592.47
AD1-13-1H;01/08/2015;1025.10;446370.43
AD1-13-1H;01/09/2015;960.80;475194.46
AD1-13-1H;01/10/2015;1109.67;509594.16
AD1-13-1H;01/11/2015;932.96;537583.06
AD1-13-1H;01/12/2015;835.20;563474.18
AD1-13-1H;01/01/2016;960.31;593243.69
AD1-13-1H;01/02/2016;1219.28;628602.73
AD1-13-1H;01/03/2016;1256.78;667562.87
AD1-13-1H;01/04/2016;1241.27;704800.97
AD1-13-1H;01/05/2016;1066.27;737855.27
AD1-13-1H;01/06/2016;1236.54;774951.32
AD1-13-1H;01/07/2016;1370.60;817439.88
AD1-13-1H;01/08/2016;1266.70;856707.62
AD1-13-1H;01/09/2016;1242.51;893982.98
AD1-13-1H;01/10/2016;1282.03;933726.04
AD1-13-1H;01/11/2016;742.04;955987.22
AD1-13-2H;01/08/2013;274.46;8508.29
AD1-13-2H;01/09/2013;1309.94;47806.36
AD1-13-2H;01/10/2013;1160.36;83777.52
AD1-13-2H;01/11/2013;1067.24;115794.77
AD1-13-2H;01/12/2013;868.14;142707.19
AD1-13-2H;01/01/2014;1108.89;177082.79
AD1-13-2H;01/02/2014;1169.06;209816.60
AD1-13-2H;01/03/2014;599.70;228407.29
AD1-13-2H;01/04/2014;140.39;232618.96
AD1-13-2H;01/05/2014;442.19;246326.98
AD1-13-2H;01/06/2014;1450.12;289830.43
AD1-13-2H;01/07/2014;1327.78;330991.50
AD1-13-2H;01/08/2014;241.26;338470.55
AD1-13-2H;01/09/2014;0.00;338470.55
AD1-13-2H;01/10/2014;1121.93;373250.50
AD1-13-2H;01/11/2014;1297.26;412168.44
AD1-13-2H;01/12/2014;1368.39;454588.57
AD1-13-2H;01/01/2015;825.04;480164.95
AD1-13-2H;01/02/2015;950.13;506768.61
AD1-13-2H;01/03/2015;86.53;509450.96
AD1-13-2H;01/04/2015;0.00;509450.96
AD1-13-2H;01/05/2015;0.00;509450.96
AD1-13-2H;01/06/2015;0.00;509450.96
AD1-13-2H;01/07/2015;0.00;509450.96
AD1-13-2H;01/08/2015;462.34;523783.56
AD1-13-2H;01/09/2015;831.62;548732.20
AD1-13-2H;01/10/2015;809.94;573840.38
AD1-13-2H;01/11/2015;749.78;596333.72
AD1-13-2H;01/12/2015;225.00;603308.74
AD1-13-2H;01/01/2016;585.06;621445.75
AD1-13-2H;01/02/2016;541.08;637137.06
AD1-13-2H;01/03/2016;568.89;654772.72
AD1-13-2H;01/04/2016;511.43;670115.70
AD1-13-2H;01/05/2016;574.25;687917.34
AD1-13-2H;01/06/2016;514.02;703337.84
AD1-13-2H;01/07/2016;484.65;718361.95
AD1-13-2H;01/08/2016;461.73;732675.71
AD1-13-2H;01/09/2016;675.13;752929.47
AD1-13-2H;01/10/2016;491.73;768173.24
AD1-13-2H;01/11/2016;312.75;777555.81
AD1-13-3H;01/10/2013;245.02;7595.68
AD1-13-3H;01/11/2013;920.16;35200.62
AD1-13-3H;01/12/2013;69.97;37369.76
AD1-13-3H;01/01/2014;1123.03;72183.84
AD1-13-3H;01/02/2014;1416.92;111857.48
AD1-13-3H;01/03/2014;1267.08;151137.06
AD1-13-3H;01/04/2014;1526.54;196933.17
AD1-13-3H;01/05/2014;1519.31;244031.81
AD1-13-3H;01/06/2014;1403.56;286138.71
AD1-13-3H;01/07/2014;1286.27;326013.04
AD1-13-3H;01/08/2014;1064.06;358998.79
AD1-13-3H;01/09/2014;996.61;388897.05
AD1-13-3H;01/10/2014;1080.49;422392.34
AD1-13-3H;01/11/2014;1091.87;455148.46
AD1-13-3H;01/12/2014;963.32;485011.30
AD1-13-3H;01/01/2015;866.06;511859.30
AD1-13-3H;01/02/2015;787.26;533902.44
AD1-13-3H;01/03/2015;1009.32;565191.51
AD1-13-3H;01/04/2015;864.20;591117.48
AD1-13-3H;01/05/2015;830.27;616855.88
AD1-13-3H;01/06/2015;766.18;639841.14
AD1-13-3H;01/07/2015;632.63;659452.64
AD1-13-3H;01/08/2015;603.86;678172.40
AD1-13-3H;01/09/2015;644.15;697496.88
AD1-13-3H;01/10/2015;665.81;718137.10
AD1-13-3H;01/11/2015;619.28;736715.51
AD1-13-3H;01/12/2015;270.98;745115.86
AD1-13-3H;01/01/2016;489.20;760280.92
AD1-13-3H;01/02/2016;749.51;782016.64
AD1-13-3H;01/03/2016;639.49;801840.70
AD1-13-3H;01/04/2016;495.92;816718.32
AD1-13-3H;01/05/2016;415.74;829606.20
AD1-13-3H;01/06/2016;480.07;844008.17
AD1-13-3H;01/07/2016;521.10;860162.22
AD1-13-3H;01/08/2016;483.08;875137.59
AD1-13-3H;01/09/2016;517.01;890647.78
AD1-13-3H;01/10/2016;385.98;902613.01
AD1-13-3H;01/11/2016;324.18;912338.53
AD1-13-4H;01/03/2014;13.76;426.56
AD1-13-4H;01/04/2014;1035.80;31500.62
AD1-13-4H;01/05/2014;1160.62;67479.90
AD1-13-4H;01/06/2014;1051.46;99023.56
AD1-13-4H;01/07/2014;1105.38;133290.45
AD1-13-4H;01/08/2014;121.79;137065.95
AD1-13-4H;01/09/2014;329.11;146939.17
AD1-13-4H;01/10/2014;1054.47;179627.64
AD1-13-4H;01/11/2014;774.07;202849.79
AD1-13-4H;01/12/2014;874.46;229958.07
AD1-13-4H;01/01/2015;814.24;255199.50
AD1-13-4H;01/02/2015;654.63;273529.14
AD1-13-4H;01/03/2015;745.52;296640.32
AD1-13-4H;01/04/2015;674.60;316878.25
AD1-13-4H;01/05/2015;740.85;339844.73
AD1-13-4H;01/06/2015;867.50;365869.63
AD1-13-4H;01/07/2015;802.22;390738.59
AD1-13-4H;01/08/2015;675.72;411685.91
AD1-13-4H;01/09/2015;615.69;430156.46
AD1-13-4H;01/10/2015;556.43;447405.94
AD1-13-4H;01/11/2015;547.11;463819.35
AD1-13-4H;01/12/2015;240.85;471285.64
AD1-13-4H;01/01/2016;474.51;485995.46
AD1-13-4H;01/02/2016;605.63;503558.81
AD1-13-4H;01/03/2016;573.17;521327.17
AD1-13-4H;01/04/2016;534.75;537369.62
AD1-13-4H;01/05/2016;433.07;550794.64
AD1-13-4H;01/06/2016;427.38;563616.00
AD1-13-4H;01/07/2016;430.22;576952.95
AD1-13-4H;01/08/2016;487.71;592071.94
AD1-13-4H;01/09/2016;426.47;604866.11
AD1-13-4H;01/10/2016;446.47;618706.79
AD1-13-4H;01/11/2016;391.40;630448.79
AD1-13-5H;01/08/2013;443.73;13755.70
AD1-13-5H;01/09/2013;1289.57;52442.93
AD1-13-5H;01/10/2013;1106.61;86747.77
AD1-13-5H;01/11/2013;1064.83;118692.58
AD1-13-5H;01/12/2013;1047.62;151168.93
AD1-13-5H;01/01/2014;1187.56;187983.34
AD1-13-5H;01/02/2014;1423.13;227830.87
AD1-13-5H;01/03/2014;1428.02;272099.53
AD1-13-5H;01/04/2014;1245.36;309460.22
AD1-13-5H;01/05/2014;1534.07;357016.46
AD1-13-5H;01/06/2014;1853.22;412613.00
AD1-13-5H;01/07/2014;1768.39;467433.04
AD1-13-5H;01/08/2014;1398.50;510786.49
AD1-13-5H;01/09/2014;1171.54;545932.82
AD1-13-5H;01/10/2014;1149.05;581553.26
AD1-13-5H;01/11/2014;1246.33;618943.14
AD1-13-5H;01/12/2014;1154.06;654718.91
AD1-13-5H;01/01/2015;1024.49;686477.95
AD1-13-5H;01/02/2015;919.70;712229.51
AD1-13-5H;01/03/2015;708.20;734183.85
AD1-13-5H;01/04/2015;463.46;748087.62
AD1-13-5H;01/05/2015;0.00;748087.62
AD1-13-5H;01/06/2015;0.00;748087.62
AD1-13-5H;01/07/2015;0.00;748087.62
AD1-13-5H;01/08/2015;630.48;767632.63
AD1-13-5H;01/09/2015;1238.09;804775.24
AD1-13-5H;01/10/2015;845.70;830992.04
AD1-13-5H;01/11/2015;661.98;850851.56
AD1-13-5H;01/12/2015;302.35;860224.42
AD1-13-5H;01/01/2016;333.58;870565.26
AD1-13-5H;01/02/2016;367.85;881232.78
AD1-13-5H;01/03/2016;303.09;890628.59
AD1-13-5H;01/04/2016;335.57;900695.76
AD1-13-5H;01/05/2016;324.80;910764.47
AD1-13-5H;01/06/2016;365.01;921714.83
AD1-13-5H;01/07/2016;440.32;935364.79
AD1-13-5H;01/08/2016;309.43;944957.11
AD1-13-5H;01/09/2016;463.36;958857.93
AD1-13-5H;01/10/2016;502.27;974428.28
AD1-13-5H;01/11/2016;390.97;986157.50
AD1-13-6H;01/02/2014;841.60;23564.81
AD1-13-6H;01/03/2014;1182.71;60228.94
AD1-13-6H;01/04/2014;1252.57;97806.03
AD1-13-6H;01/05/2014;1511.71;144669.07
AD1-13-6H;01/06/2014;1261.98;182528.55
AD1-13-6H;01/07/2014;1505.80;229208.37
AD1-13-6H;01/08/2014;875.29;256342.48
AD1-13-6H;01/09/2014;1238.16;293487.24
AD1-13-6H;01/10/2014;1185.28;330230.82
AD1-13-6H;01/11/2014;967.57;359258.03
AD1-13-6H;01/12/2014;829.76;384980.47
AD1-13-6H;01/01/2015;783.86;409280.26
AD1-13-6H;01/02/2015;660.00;427760.36
AD1-13-6H;01/03/2015;92.85;430638.77
AD1-13-6H;01/04/2015;0.00;430638.77
AD1-13-6H;01/05/2015;0.00;430638.77
AD1-13-6H;01/06/2015;0.00;430638.77
AD1-13-6H;01/07/2015;0.00;430638.77
AD1-13-6H;01/08/2015;641.04;450511.10
AD1-13-6H;01/09/2015;974.93;479758.93
AD1-13-6H;01/10/2015;874.46;506867.15
AD1-13-6H;01/11/2015;624.43;525599.93
AD1-13-6H;01/12/2015;504.72;541246.15
AD1-13-6H;01/01/2016;501.35;556787.87
AD1-13-6H;01/02/2016;515.36;571733.41
AD1-13-6H;01/03/2016;428.08;585003.99
AD1-13-6H;01/04/2016;382.77;596487.15
AD1-13-6H;01/05/2016;419.18;609481.73
AD1-13-6H;01/06/2016;452.89;623068.47
AD1-13-6H;01/07/2016;311.87;632736.32
AD1-13-6H;01/08/2016;373.95;644328.66
AD1-13-6H;01/09/2016;424.51;657064.02
AD1-13-6H;01/10/2016;490.98;672284.40
AD1-13-6H;01/11/2016;367.93;683322.25
AD1-13-7H;01/07/2013;352.03;10912.81
AD1-13-7H;01/08/2013;989.46;41585.94
AD1-13-7H;01/09/2013;1101.05;74617.44
AD1-13-7H;01/10/2013;1120.34;109347.85
AD1-13-7H;01/11/2013;1231.66;146297.52
AD1-13-7H;01/12/2013;1532.80;193814.36
AD1-13-7H;01/01/2014;1836.05;250731.86
AD1-13-7H;01/02/2014;1722.66;298966.28
AD1-13-7H;01/03/2014;1616.87;349089.29
AD1-13-7H;01/04/2014;946.70;377490.34
AD1-13-7H;01/05/2014;848.81;403803.56
AD1-13-7H;01/06/2014;1625.30;452562.57
AD1-13-7H;01/07/2014;1687.54;504876.28
AD1-13-7H;01/08/2014;1656.68;556233.51
AD1-13-7H;01/09/2014;1622.49;604908.23
AD1-13-7H;01/10/2014;1477.35;650706.19
AD1-13-7H;01/11/2014;487.68;665336.50
AD1-13-7H;01/12/2014;0.00;665336.50
AD1-13-7H;01/01/2015;0.00;665336.50
AD1-13-7H;01/02/2015;1302.56;701808.11
AD1-13-7H;01/03/2015;1487.42;747918.27
AD1-13-7H;01/04/2015;1408.43;790171.28
AD1-13-7H;01/05/2015;1383.09;833047.15
AD1-13-7H;01/06/2015;1433.85;876062.67
AD1-13-7H;01/07/2015;1103.62;910274.83
AD1-13-7H;01/08/2015;1097.63;944301.32
AD1-13-7H;01/09/2015;1120.55;977917.85
AD1-13-7H;01/10/2015;918.20;1006381.91
AD1-13-7H;01/11/2015;802.19;1030447.63
AD1-13-7H;01/12/2015;810.15;1055562.13
AD1-13-7H;01/01/2016;814.68;1080817.25
AD1-13-7H;01/02/2016;621.89;1098852.15
AD1-13-7H;01/03/2016;574.35;1116657.11
AD1-13-7H;01/04/2016;584.86;1134202.98
AD1-13-7H;01/05/2016;572.73;1151957.59
AD1-13-7H;01/06/2016;534.33;1167987.55
AD1-13-7H;01/07/2016;485.54;1183039.21
AD1-13-7H;01/08/2016;450.20;1196995.39
AD1-13-7H;01/09/2016;458.54;1210751.51
AD1-13-7H;01/10/2016;363.86;1222031.03
AD1-13-7H;01/11/2016;329.64;1231920.32
AD1-1-3H;01/01/2016;848.20;26294.05
AD1-1-3H;01/02/2016;500.51;40808.92
AD1-1-3H;01/03/2016;1042.10;73113.96
AD1-1-3H;01/04/2016;620.54;91730.16
AD1-1-3H;01/05/2016;610.47;110654.84
AD1-1-3H;01/06/2016;629.73;129546.84
AD1-1-3H;01/07/2016;465.28;143970.66
AD1-1-3H;01/08/2016;514.23;159911.93
AD1-1-3H;01/09/2016;512.28;175280.41
AD1-1-3H;01/10/2016;525.72;191577.77
AD1-1-3H;01/11/2016;540.05;207779.21
AD1-14-1H;01/03/2014;95.86;2971.53
AD1-14-1H;01/04/2014;1349.94;43469.84
AD1-14-1H;01/05/2014;1350.15;85324.35
AD1-14-1H;01/06/2014;995.15;115178.90
AD1-14-1H;01/07/2014;785.08;139516.23
AD1-14-1H;01/08/2014;752.35;162839.06
AD1-14-1H;01/09/2014;1167.36;197859.76
AD1-14-1H;01/10/2014;1410.93;241598.48
AD1-14-1H;01/11/2014;1194.77;277441.52
AD1-14-1H;01/12/2014;1189.98;314330.96
AD1-14-1H;01/01/2015;1105.10;348588.92
AD1-14-1H;01/02/2015;1053.34;378082.30
